kljuc;naziv
721;Trošak materijala, usluga i rada iz uslužne djelatnosti
722;Ostali poslovni rashodi – nespomenuti
7220;Troškovi dostavljenih izdanja u NSB
73;OSTALI POSLOVNI RASHODI
730;Rashodi od prodaje dugotrajne imovine (HSFI 8 t. 8.35.)
731;Otpisi od otuđenja imovine koji su nastali neočekivano i u visokoj vrijednosti (HSFI 4 t. 4.7. i MRS 10, t. 9.)
732;Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine
733;Rashodi iz ostalih rijetkih i neobičnih događaja ili transakcija
734;Izvanredne kazne, penali, odštete, naknadno utvrđ. obveze i sl.
735;Nerealizirani gubitci
736;Troškovi vraćene robe prodane u prethodnim god.
737;Gubitci od procjene biološke imovine
738;Gubitci od procjene poljoprivrednih proizvoda
739;Otpis nedovršene investicije u D.M. i N. I.
74;UDIO U DOBITKU I GUBITKU DRUŠTAVA POVEZANIH SUDJELUJUĆIM INTERESOM I OD ZAJEDNIČKIH POTHVATA
740;Udio u dobitku društava povezanih sudjelujućim interesom i od zajedničkih pothvata
7400;Udio u dobitku od društava povezanih sudjelujućim interesom
7401;Udio u dobitku od zajedničkih pothvata
745;Udio u gubitku od društava povezanih sudjelujućim interesom i od zajedničkih pothvata
7450;Udio u gubitku od društava povezanih sudjelujućim interesom
7451;Udio u gubitku od zajedničkih pothvata
75;PRIHODI OD PRODAJE PROIZVODA I USLUGA
750;Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)
7500;Prihodi od prodaje proizvoda od redovne prodaje
7501;Prihodi od prodaje proizvoda na kredit ili otplatu
7502;Prihodi od prodaje poljoprivrednih proizvoda
7503;Prodaja u vlastitim prodavaonicama
7504;Prihodi od prodaje stanova i dr. građevina
7505;Prihodi od prodaje poluproizvoda i nedovršenih proizvoda
7506;Prihodi ostvareni u posl. jed. na području posebne držav. skrbi i u Vukovaru
7507;Prihod od prodaje otpadaka i sekundarnih sirovina
7508;Prihodi iz zajedničkog poslovanja
751;Prihodi od prodaje usluga
7510;Prihodi od servisnih usluga, usluga popravaka i sl. usluga
7511;Prihodi od hotela i restorana
7512;Prihodi od intelektualnih usluga
7513;Prihodi od knjigovodstvenih, usluga poreznog savjetovanja, revizorskih, konzultantskih i dr. usluga
7514;Prihodi od usluga prijevoza
7515;Prihodi od komunalnih usluga
7516;Prihodi od promidžbenih usluga
7517;Prihodi od usluga zaštite i čuvanja
7518;Prihodi od programskih usluga
7519;Prihodi od prodaje ostalih usluga
752;Prihodi od graditeljskih usluga – iz ugovora o izgradnji (građevina)
753;Prihodi od prodaje dobara u inozemstvo
7530;Prihodi od prodaje dobara u EU
7531;Prihodi od prodaje dobara u "treće" zemlje
754;Prihodi od prodaje usluga u inozemstvo
7540;Prihodi od prodaje usluga u EU
75400;Prihodi od turističkih usluga
75401;Prihodi od internetskih usluga i sl.
7541;Prihodi od prodaje usluga u "treće" zemlje
7542;Prihodi iz međunarodne plovidbe brodovima (čl. 26. st. 10. ZoPD-a)
7543;Prihodi od isporuka poslovnim jedinicama u inozemstvo
7544;Prihodi od ostalih usluga u inozemstvu
755;Prihodi s osnove upotrebe proizvoda i usluga za vlastite potrebe
7550;Prihodi s osnove upotrebe vlastitih proizvoda i usluga za investicije
7551;Prihodi s osnove upotrebe vlastitih proizvoda i usluga za sitan inventar, materijal, ambalažu i autogume
7552;Prihodi s osnove upotrebe vlastitih proizvodnih usluga (npr. iz graditeljstva, transporta i sl.)
7553;Prihodi s osnove upotrebe vlastitih proizvoda i usluga za potrebe reprezentacije i promidžbe
7554;Prihodi s osnove upotrebe vlastitih proizvoda i usluga za ostale potrebe
7555;Prihodi s osnove upotrebe ugostiteljskih usluga za vlastite potrebe
7556;Prihodi s osnove uporabe osobnih automobila (plaća u naravi)
7557;Prihodi s osnove uporabe vlastite imovine za tekuće i investicijsko održavanje
756;Prihodi od zakupa i najmova
7560;Prihodi od zakupa nekretnine
7561;Prihodi od najmova opreme i dr. stvari
757;Prihodi iz ortaštva
758;Ostali prihodi od ostale prodaje
759;Prihodi od prodaje proizvoda i usluga poduzetnicima unutar grupe
76;PRIHODI OD PRODAJE TRGOVAČKE ROBE
760;Prihodi od prodaje robe
7600;Prihodi od prodaje robe na veliko (analitika po prodajnim mjestima)
7601;Prihodi od prodaje uvezene robe na veliko
7602;Prihodi od prodaje robe u tranzitu
7603;Prihodi od prodaje robe na malo (analitika po prodav.)
7604;Prihodi od prodaje robe u povezanim društvima
7605;Prihodi od prodaje robe dane u komisiju ili konsignaciju
7606;Prihodi od prodaje u poslov. jed. na području posebne držav. skrbi i Vukovaru
7608;Prihodi od prometa nekretnina
7609;Prihodi od interne prodaje
761;Prihodi od prodaje robe u inozemstvu
7610;Prihodi od prodaje robe u EU
7611;Prihodi od prodaje robe u "treće" zemlje
762;Prihodi od trgovačkih usluga
7620;Prihodi od provizija (iz komisije, zastupanja i sl.)
7621;Prihodi od franšiza i robnih znakova
7622;Prihodi od usluge posredovanja
7623;Prihodi od davanja mišljenja
763;Prihodi od prodaje nekurentne robe (robe u kvaru, oštećenju, demodirana i sl.)
764;Prihodi od prodaje robe na robni kredit
765;Prihodi s osnove upotrebe robe za vlastite potrebe
7650;Prihodi s osnove upotrebe robe za investicije
7651;Prihodi s osnove upotrebe robe za sitan inventar, ambalažu i autogume
7652;Prihodi s osnove upotrebe robe za potrebe reprezentacije i promidžbe
7653;Prihodi s osnove upotrebe robe za ostale potrebe
767;Prihodi od preprodaje nekretnina i umjetnina
768;Ostali prihodi od prodaje roba i trgovačkih usluga
7680;Prihodi od prikupljanja ambalaže
7681;Prihodi od zbrinjavanja otpada
7682;Prihodi od prodaje korisnog otpada
769;Prihodi od prodaje trgovačke robe poduzetnicima unutar grupe
77;FINANCIJSKI PRIHODI
770;Prihodi od ulaganja u udjele (dionice) i ostala financijska ulaganja poduzetnika unutar grupe, prihodi od kamata, tečajnih razlika i ostali financijski prihodi s poduzetnicima unutar grupe
7700;Prihodi od ulaganja u udjele (dionice) poduzetnika unutar grupe
7701;Prihodi od ostalih dugotrajnih financijskih ulaganja i zajmova poduzetnicima unutar grupe
7702;Prihodi od kamata s poduzetnicima unutar grupe
7703;Prihodi od tečajnih razlika s poduzetnicima unutar grupe
7704;Ostali financijski prihodi s poduzetnicima unutar grupe
771;Prihodi od kamata
7710;Prihodi od redovnih kamata
7711;Prihodi od zateznih kamata
7712;Prihodi od kamata iz financijske imovine i dr.
7713;Kamate na depozite i jamčevine
772;Prihodi od tečajnih razlika i ostali prihodi
7720;Pozitivne tečajne razlike iz tražbina i stanja deviza na računu
7721;Pozitivne tečajne razlike iz nižih obveza prema inozemstvu
7722;Prihodi iz ugovorene ili realizirane valutne klauzule
7723;Ostali prihodi
773;Prihodi od dividende i dobitaka iz udjela
7730;Prihodi od dividendi
7731;Prihodi od udjela u dobitku u d.o.o. i dr.
7732;Prihodi od dobitaka poslov. jed. i podružnica u inozemstvu
774;Prihodi od ostalih dugotrajnih financijskih ulaganja i zajmova
7740;Prihodi iz udjela u investicijskim i dr. fondovima
7741;Dobitci od prodaje dionica i udjela (s nepovez. društvima) i dr. vrijed. papira
7742;Prihodi od primjene valutne (indeksne) klauzule
7743;Prihodi od otpisanih zajmova
7744;Prihodi od prodaje ostale financijske imovine
775;Prihodi od ulaganja u udjele (dionice) društava povezanih sudjelujućim interesom
776;Nerealizirani dobitci (prihodi) od financijske imovine
7760;Prihodi iz procjene fin. imovine namijenjene za trgovanje kroz RDG
7761;Dobitci iz promjene fer vrijednosti ulaganja u nekretnine (HSFI 7 i MRS 40)
7762;Dobitci iz promjene vrijednosti ostale imovine
777;Prihodi negativnog goodwilla
778;Prihodi od financijskih naknada
7780;Prihod od paušalnih naknada (zbog neplaćanja)
7781;Prihodi od ovršne naknade
779;Ostali financijski prihodi
7790;Prihodi iz burzovnih transakcija
7791;Prihodi iz faktoringa, forwarda, opcija i sl.
7792;Prihodi od neplaćenih obveza – davanja (za šume, poreze, članarine, naknade i dr.)
7793;Prihodi iz fin. lizinga
7794;Prihodi od naplate životnog osiguranja
7795;Prihodi od fer vrijednosti obveza
7796;Prihodi od prestanka financijskih obveza
78;OSTALI POSLOVNI PRIHODI
780;Prihodi od otpisa obveza i popusta
7800;Otpisi obveza prema dobavljačima, obveza za primljene predujmove i sl.
7801;Otpis obveza prema kreditorima
7802;Otpis obveza prema zaposlenicima
7803;Prihodi od zastare obveza
7804;Prihodi od otpisa obveza prema Zakonu o uvođenju eura
7805;Prihodi od ostalih obveza
7806;Prihodi od naknadnih odobrenja – sniženja i popusta od dobavljača i dr.
7807;Prihodi od naplaćenih otpisanih potraživanja
7808;Prihodi od otpisa obveza po predstečajnoj nagodbi
7809;Prihodi od otpisa obveza prema poduzetnicima unutar grupe
781;Prihodi od rezidualnih imovinskih stavki, viškova i procjena
7810;Prihodi od prodaje otpisanih i rashodovanih sredstava rada (alata, opreme i sl.)
7811;Prihodi od prodaje dugotrajne materijalne imovine (iz uporabe, a amortizirane)
7812;Prihodi od prodaje dugotr. nemater. imovine (trgov. znak, patent i dr.) – iz uporabe i amortiz.
7813;Prihodi od ranije otpisanih zaliha po novoj procjeni (HSFI t. 10.38. i MRS 2, t. 33.)
7814;Inventurni i dr. po procjeni viškovi na robi, proizvodima i zalihama sirovina, materijala, dijelova i dugotrajne imovine
7815;Viškovi u blagajni (novac, vrijed. papiri i dr.)
7816;Viškovi iz neidentificiranih novčanih doznaka u tekućem poslovanju
7817;Prihodi od prodaje ulaganja u nekretnine (MRS 40. t. 69.)
7818;Prihodi od procjene prometa (utrška) po nalazu poreznog nadzora
7819;Prihodi od prodaje dugotrajne imovine unutar grupe
782;Prihodi od ukidanja rezerviranja i naknadno naplaćeni prihodi
7820;Prihod od ukidanja dugoročnih rezerviranja
7821;Naknadno utvrđeni prihodi
7822;Ukidanje pasiv. vrem. razgraničenja
7824;Prihodi od ukidanja troškova od kojih se odustalo
7825;Prihodi od naknadno naplaćenih jamstava – garancija
7826;Prihodi od naknadno naplaćenih potraživanja iz prethodnih godina
7827;Prihodi od naplate iz ugovora po naknadnim priznanjima iz prošlih godina
7828;Prihodi od naknadno naplaćenih reklamacija
7829;Prihodi naknadni iz programa vjernosti kupaca (veza 293)
7829;Prihodi od zaprimanja dobara koja su prodana u prethodnom obračunskom razdoblju
783;Prihodi od refundacije, dotacija, subvencija i nadoknada
7830;Prihodi od refundacije za rad radnika
7831;Prihodi od naknada šteta iz tekućeg poslovanja
7832;Prihodi od subvencija
7833;Prihodi od dotacija i pomoći
7834;Prihodi s osnove besplatnog primitka opreme, nekretnina, zaliha i potraživanja
7835;Prihodi od naknada za jamstva
7836;Prihodi od prefakturiranih troškova (npr. komunalnih, premija osiguranja i dr.)
7837;Prihodi za pokriće gubitka
7838;Prihodi za manjkove od odgovornih osoba
7839;Prihodi od dotacija i nadoknada od poduzetnika unutar grupe
784;Prihodi od ukidanja gubitaka i revalorizacija
7840;Prihodi od ukidanja gubitka vrijed. usklađ. zaliha
7841;Prihodi od ukidanja pričuve fer vrijednosti kod prodaje financijske imovine
7842;Prihodi od ukidanja gubitka od procjene dugotrajne imovine (MRS 36)
7843;Prihodi od procijenjene vrijednosti otpada i dr. zaliha
7844;Prihodi od procjene kratkotrajne imovine
7845;Prihodi od ukidanja fer vrijednosti
785;Ostali poslovni prihodi
7850;Prihodi s osnove povrata poreza i trošarina
78500;Prihodi s osnove ispravka pretporeza
78501;Prihodi s osnove povrata PPMV-a
78502;Prihodi s osnove povrata trošarine za dizelska goriva
7851;Prihodi od ugovorenih i naplaćenih penala zbog neizvršenja roka u isporuci
7852;Prihodi od nagrada za proizvod, uslugu, oblik i sl.
7853;Prihodi od (nevraćenih) kaucija i depozita
7854;Prihodi od kapara, odustatnina i sl.
7855;Prihodi od vraćenih premija osiguranja
7856;Prihodi od financijskog inženjeringa (npr. projektiranje, financiranje i izgr. objekata, kupnja i prodaja poduzeća i sl.) i provizija
7857;Prihodi od prodaje prava (patenata, licencija, koncesija, rente, imena, znaka i sl.)
7858;Prihodi od naplate šteta uništene imovine (požarom, poplavom i dr. višom silom)
7859;Ostali prihodi i prihodi od naplate šteta
78590;Prihodi od naplate šteta (npr. zbog oduzete imovine i zlouporabe znaka, imena i dr.)
78591;Prihodi nastali od preračunavanja i zaokruživanja zbog uvođenja eura
78592;Prihodi od posebne naknade štete zbog zakašnjenja u plaćanju (40,00 eura po računu)
786;Prihodi od državnih potpora (HSFI 15 i MRS 20)
7860;Prihodi od državnih potpora za pokriće troškova
7861;Prihodi od državnih potpora za investicije (imovinu)
7862;Prihodi od državnih potpora za ostale određene namjene
7863;Prihod od potpora za ublažavanje negativnih posljedica u slučaju posebnih okolnosti
7864;Prihod od potpora male vrijednosti
7865;Prihod od potpora za umanjenje cijene električne energije
7866;Prihodi od potpora za plin
787;Dobitci od procjene poljoprivrednih proizvoda i biološke imovine (HSFI 17, t. 17.12 i MRS 41)
7870;Dobitci od prirasta biološke imovine
7871;Dobitci od procjene biološke imovine
7872;Dobitci od procjene poljoprivrednih proizvoda
788;Prodaja značajnog dijela imovine (poduzeća, pogona, gosp. cjeline)
789;Ostali prihodi (npr. veliki besplatni primitak, prihod koji nije proizašao iz redovitog poslovanja)
7890;Prihod od izvanredne prodaje dijela imovine
7891;Prihod od dugotrajne materijalne imovine namijenjene prodaji
7892;Prihod od izvansudskih nagodbi
7893;Izvanredni prihodi od naknada šteta
7894;Ostali nepredviđeni prihodi
79;RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE
790;Razlika prihoda i rashoda (iz cjelokupnog poslovanja)
8;FINANCIJSKI REZULTAT POSLOVANJA
80;DOBITAK ILI GUBITAK RAZDOBLJA
800;Dobitak prije oporezivanja
801;Gubitak prije oporezivanja
803;Porez na dobitak (gubitak)
804;Dobitak ili gubitak razdoblja
8040;Dobitak razdoblja (poslije poreza)
8041;Gubitak razdoblja
81;DOBITAK ILI GUBITAK PREKINUTOG POSLOVANJA PRIJE OPOREZIVANJA (KORISTI SAMO PODUZETNIK OBVEZNIK PRIMJENE MSFI-JA KOJI IMA PREKINUTO POSLOVANJE)
810;Dobitak prekinutog poslovanja prije oporezivanja
811;Gubitak prekinutog poslovanja prije oporezivanja
812;Porez na dobitak (gubitak) prekinutog poslovanja
813;Dobit ili gubitak prekinutog poslovanja
8130;Dobitak prekinutog poslovanja za razdoblje (poslije poreza)
8131;Gubitak prekinutog poslovanja za razdoblje
82;DOBITAK ILI GUBITAK UKUPNOG POSLOVANJA PRIJE OPOREZIVANJA (KORISTI SAMO PODUZETNIK OBVEZNIK PRIMJENE MSFI-JA KOJI IMA PREKINUTO POSLOVANJE)
820;Dobitak prije oporezivanja
821;Gubitak prije oporezivanja
822;Porez na dobitak (gubitak)
823;Dobitak ili gubitak razdoblja
8230;Dobitak razdoblja (poslije poreza)
8231;Gubitak razdoblja
83;DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA
830;Dobitak pripisan imateljima kapitala matice
831;Gubitak koji tereti imatelje kapitala matice
832;Dobitak pripisan manjinskom interesu
833;Gubitak koji tereti manjinski interes
9;KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI
90;TEMELJNI – (UPISANI) KAPITAL
900;Upisani temeljni kapital koji je plaćen
9000;Upisani temeljni kapital članova d.o.o. (analitika po članovima)
9001;Temeljni dionički kapital (obične dionice)
9002;Temeljni dionički kapital (povlaštene dionice)
9003;Temeljni kapital iz predstečajne nagodbe
9004;Temeljni kapital j.d.o.o.-a
9008;Temeljni kapital iz reinvestiranog dobitka (čl. 6. st. 1. t. 6. Zakona o PD i čl. 12.a Pravilnika o PD) – analitika po članovima i godinama upisa
901;Upisani temeljni kapital manjinskih članova
902;Upisani kapital koji nije plaćen
9020;Upisani temeljni kapital koji je pozvan za uplatu (analitika po upisnicima)
9021;Odobreni temeljni kapital
903;Kapital (ulozi) članova javnog trgovačkog društva
904;Kapital (ulozi) komanditora komanditnog društva
905;Državni kapital u udjelima
906;Kapital članova zadruge
91;KAPITALNE PRIČUVE
910;Uplaćeni udjeli – dionice iznad svote temeljnog kapitala
911;Kapitalne pričuve iz dodatnih uplata radi stjecanja posebnih prava u društvu (ili zamjenjivih obveznica)
912;Kapitalne pričuve iz uplata dodatnih činidbi
913;Kapitalne pričuve iz ostatka pri smanjenju temeljnog kapitala
914;Kapitalne pričuve iz drugih izvora
915;Kapitalni dobitak od vlastitih udjela – dionica
916;Kapitalni dobitak na prodane emitirane dionice
917;Kapitalne pričuve iz ulaganja tajnog člana društva (čl. 148. ZTD-a)
918;Kapitalni gubitci iz vlastitih dionica i udjela
919;Kapital iz ulaganja obrtnika dobitaša
92;PRIČUVE IZ DOBITKA
920;Zakonske pričuve
9200;Pričuve prema ZTD
9201;Pričuve za povećanje temeljnog kapitala
9202;Pričuve za pokriće gubitka
9204;Pričuve u j.d.o.o. za povećanje t.k. (čl. 390. a) ZTD-a)
9205;Pričuve u zadruzi (čl. 37. st. 2. Zakona o zadrugama)
9206;Posebne pričuve za pokriće neotpisanih troškova razvoja
9207;Posebne pričuve za pokriće dobitka u sudjelujućim interesima
921;Pričuve za vlastite dionice i udjele (čl. 233. i 406.a ZTD-a)
9210;Pričuve za opcijske dionice za zaposlenike
9211;Pričuve za otkupljene dionice radi obeštećenja dioničara
9212;Pričuve za otkup dionica da bi se spriječila šteta i dr.
9213;Pričuve za vlastite (trezorske) dionice
9214;Pričuve za vlastite udjele u d.o.o.
922;Vlastite dionice i udjeli (odbitna – dugovna stavka)
9220;Otkupljene vlastite dionice
9221;Otkupljeni vlastiti udjeli
9222;Vlastite dionice za opcijsku namjenu
9223;Isplata – amortizacija udjela po tržišnoj vrijednosti (čl. 419. ZTD-a)
923;Statutarne pričuve
9230;Pričuve za održavanje financijske stabilnosti društva, za razvojne aktivnosti i sl.
9231;Pričuve za restrukturiranje
9232;Pričuve radi održavanja boniteta strukture izvora financiranja
924;Ostale pričuve
9240;Pričuve za pokriće gubitka u poslovanju
9241;Pričuve za nagrade i sl.
9242;Slobodne pričuve iz neraspoređenog dobitka
9243;Pričuve za nerealizirane dobitke iz udjela
9244;Pričuve za razvoj zadruge
93;REVALORIZACIJSKE PRIČUVE I PRIČUVE FER VRIJEDNOSTI
930;Revalorizacijske pričuve s osnove revalorizacije dugotrajne materijalne i nematerijalne imovine
9300;Revalorizacijske pričuve iz procjene dugotrajne nematerijalne i materijalne imovine (HSFI t. 6.36. i MRS 16, t. 39. i MRS 38, t. 85.) (analitika prema revaloriziranim imovinskim stavkama)
9301;Revalorizacijske pričuve iz razdoblja od 2001. do 2004.
9302;Revalorizacijske pričuve nastale do kraja 2000.
931;Pričuve fer vrijednosti
9310;Pričuve iz utvrđivanja fer vrijednosti financijske imovine raspoložive za prodaju
9312;Pričuve iz učinkovite zaštite novčanog toka
9313;Pričuve iz učinkovitog dijela zaštite neto ulaganja u inozemstvu
932;Tečajne razlike iz preračuna inozemnog poslovanja
933;Udio u ostaloj sveobuhvatnoj dobiti/gubitku društava povezanih sudjelujućim interesom
934;Aktuarski dobici/gubici po planovima definiranih primanja
935;Ostale nevlasničke promjene kapitala
94;ZADRŽANI DOBITAK ILI PRENESENI GUBITAK
940;Zadržani dobitak (iz prethodnih godina)
9400;Zadržani dobitci ostvareni do kraja 2000.
94000;Zadržani dobitak članova društva (analitika po članovima)
94001;Zadržani dobitak – neisplaćena dividenda
94002;Zadržani dobitak koji se izuzima od isplate (npr. za investicije u imovinu)
94003;Zadržani dobitak koji čeka raspored
94004;Zadržani dobitak za privatne troškove članova društva
94005;Zadržani dobitak za manjinske članove društva
94006;Zadržani dobitak tajnog člana društva
9401;Zadržani dobitak iz 2001. do 2004.
94010;Zadržani dobitak članova društva (analitika po članovima – dioničarima)
9402;Zadržani dobitak iz 2005. do 2011.
94020;Zadržani dobitak (analitika po članovima – dioničarima)
94021;Neraspoređeni zadržani dobitak
9403;Zadržani dobitak iz 2012. i poslije
9405;Zadržani dobitak za posebnu namjenu – npr. za namjeru stjecanja vlastitih udjela (prema odluci skupštine društva) – iz 201_. god.
9406;Zadržani dobitak oblikovan iz realizirane rev. pričuve
9407;Zadržani dobitak po prijedlogu uprave i N.O.
9408;Zadržani dobitak iz negativnog goodwilla
941;Preneseni gubitak (kumuliran u prethodnim godinama – analitika po članovima)
9410;Preneseni gubitak (iz godine 200_.)
9411;Preneseni gubitak (iz godine 201_.)
9417;Gubitak (dio) koji je iznad kapitala
95;DOBITAK ILI GUBITAK POSLOVNE GODINE
950;Dobitak poslovne godine
9500;Dobitak financijske godine (neraspoređen)
9501;Dobitak za isplate i izuzimanja u tijeku godine (analitika po članovima) – radi pokrića
9502;Dobitak – dividenda financijske godine (analitika prema članovima društva – dioničarima)
9504;Dobitak koji se privremeno ne isplaćuje po prijedlogu uprave i N.O.
9505;Dobitak za manjinske članove društva
9506;Dobitak za tajnog člana društva
9507;Dobitak za nagrade zaposlenicima
9509;Dobitak iz privremenih razlika (odgođeni porezi)
951;Gubitak poslovne godine (analitika po članovima)
9510;Gubitak iz privremenih razlika
96;MANJINSKI INTERES
960;Manjinski interes
9600;Kapital manjinskog društva (ovaj račun privremeno se rabi u postupku konsolidacije društva kao dio kapitala koji nije pod kontrolom matice)
99;IZVANBILANČNI ZAPISI
990;Imovina – materijalna u optjecaju
9900;Primljena roba u komisiju i konsignaciju (tuđa)
9901;Materijal i roba u doradi (tuđa)
9902;Pozajmica strojeva i alata
9903;Zaštitna odjeća i obuća na korištenju
9904;Roba u skladištu (tuđa)
9905;Ambalaža na korištenju (tuđa)
9906;Imovina iz ortačke zajednice
9907;Materijali za doradne – lohn-poslove
9908;Roba u izvozu
9909;Zgrade i zemljišta u zakupu
991;Prava i tražbine
9910;Prava na korištenja
9911;Krediti ugovoreni
9912;Hipoteka na tuđoj imovini
9913;Materijalna prava
9914;Prava po loro-akreditivima (domaći partneri)
9915;Prava po loro-akreditivima (inozemni partneri)
9916;Prava na ratne reparacije i štete od oduzete imovine
992;Vrijednosni papiri
9920;Primljeni čekovi, mjenice za osiguranje otplate anuiteta za dobivene robne i financijske kredite
9921;Primljena jamstva vjerovnika kao instrumenata plaćanja
9922;Primljene zadužnice
9923;Ostali vrijednosni papiri koji nisu stavljeni u optjecaj
9924;Izdane zadužnice
9925;Izdane mjenice
9926;Korištene garancije u tijeku
9927;Tražbine od kupaca iz zastupničke prodaje
9928;Izdani vrijednosni kuponi (bonovi)
99280;Izdani jednonamjenski vrijednosni kuponi
99281;Izdani višenamjenski vrijednosni kuponi
993;Vrijednosnice u manipulaciji
9930;Obveznice i druge vrijednosti na skladištu (blagajni)
9931;Vrijednosni papiri na čuvanju (obveznice, dionice)
9932;Blokovi ulaznica
9933;Prodajna mjesta za izdane obveznice
9934;Prodajna mjesta za izdavanje komercijalnih zapisa
994;Obračun dobitka investicijskog ili ortačkog pothvata
9940;Investicija – ulaganje – rashodi
9941;Prihod – priljev
9942;Dobitak
9944;Čisti dobitak
9947;Trošak kamata budućeg razdoblja
995;Izvori materijalne imovine
9950;Obveze prema vlasnicima robe u komisiji i konsignaciji (tuđa sredstva)
9951;Vlasnici materijala i robe u doradi
9952;Vlasnici pozajmljenih strojeva i alata
9953;Skladište zaštitne odjeće i obuće
9954;Vlasnici robe u našim skladištima
9955;Vlasnici ambalaže u korištenju
9956;Obveze iz ortačke zajednice
9957;Obveze za materijale u doradi – lohnu
9958;Obveze za robu u izvozu (tuđa roba)
9959;Vlasnici zemljišta i zgrada u zakupu
996;Izvori prava i obveze
9960;Izvor prava na korištenje
9961;Krediti odobreni
9962;Dužnici po hipoteci
9963;Ulagači u materijalna prava
9964;Izvori prava loro-akreditiva (domaći partneri)
9965;Izvori prava loro-akreditiva (inozemni partneri)
9966;Ratne reparacije i nadoknade šteta
9967;Obveze zastupnika iz prodaje prema nalogodavcu
9968;Očekivane koristi iz tužbi
997;Obveze za vrijednosne papire koji nisu stavljeni u optjecaj
9970;Obveze za čekove i mjenice za osiguranje otplate anuiteta za robne i financijske kredite
9971;Jamstva od dužnika kao instrument plaćanja
9972;Obveze za primljene zadužnice
9973;Ostali vrijednosni papiri koji nisu stavljeni u optjecaj
9974;Obveze za izdane zadužnice
9975;Obveze za izdane mjenice
9976;Obveze za korištene garancije u tijeku
9978;Obveze za izdane vrijednosne kupone (kupone)
99780;Obveze za izdane jednonamjenske vrijednosne kupone
99781;Obveze za izdane višenamjenske vrijednosne kupone
998;Obveze za izdane vrijednosnice u manipulaciji
9980;Obveznice i druge vrijednosnice
9981;Vrijednosni papiri (obveznice, dionice)
9982;Vrijednost zalihe blokova ulaznica
9983;Prodajna mjesta za izdane obveznice
9984;Prodajna mjesta za izdavanje komercijalnih zapisa
9987;Kamate sadržane u vrijednosnicama ili obračunima
999;Obveze s osnove investicijskog pothvata
9990;Obveze prema ulagačima
9991;Izvori prihoda – priljeva
9992;Ukalkulirani – planirani dobitak
9993;Obveze za porez i druga javna davanja
9994;Obveze iz planiranog čistog dobitka
